ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
0.5147714448836774,0.6,0.2,0.412449713642891,0.4,0.26666666666666666,0.5541506760515177,0.45,0.6,0.4395763758694194,0.5,login fails with special characters in password,specific
0.19519002499605084,0.2,0.03333333333333333,0.33424620450682646,0.2,0.06666666666666667,0.33424620450682646,0.1,0.06666666666666667,0.20416666666666666,0.3333333333333333,add export to CSV,feature
0.5296347172140421,0.6,0.06666666666666667,0.4220949603708208,0.4,0.08888888888888889,0.47505909503753924,0.35,0.15555555555555556,0.4212584371890495,0.5,timeout,vague
1.0,1.0,0.16666666666666666,0.8669479898642711,0.8,0.26666666666666666,0.9696969742704085,0.55,0.36666666666666664,0.8888509151667047,1.0,email notifications,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,search with autocomplete,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dashboard with metrics,feature
0.49818925746641285,0.4,0.06666666666666667,0.49818925746641285,0.2,0.06666666666666667,0.49818925746641285,0.1,0.06666666666666667,0.36904761904761907,0.5,scheduled reports,feature
0.34519134224686937,0.4,0.13333333333333333,0.3024038304938509,0.3,0.2,0.42169501111594654,0.3,0.4,0.33309220046175464,0.5,filter by date range,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dark mode,feature
0.0,0.0,0.0,0.2090905274901754,0.2,0.06666666666666667,0.30074455541850836,0.15,0.1,0.17000265816055288,0.125,connection refused error,technical
0.7860137352654724,0.8,0.13333333333333333,0.5795003533950693,0.5,0.16666666666666666,0.6088032553402248,0.35,0.23333333333333334,0.5265664670696965,1.0,undo functionality,feature
0.14606834984270645,0.2,0.03333333333333333,0.14606834984270645,0.1,0.03333333333333333,0.14606834984270645,0.05,0.03333333333333333,0.11829257698822918,0.25,performance slow,vague
0.36005461457723403,0.4,0.13333333333333333,0.44510108735750975,0.5,0.3333333333333333,0.4987285376141699,0.4,0.5333333333333333,0.4652823431744239,0.5,api errors,vague
0.6713860725233041,0.4,0.13333333333333333,0.6713860725233041,0.2,0.13333333333333333,0.6713860725233041,0.1,0.13333333333333333,0.5227272727272727,1.0,constraint violation in database,technical
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL injection vulnerability,technical
