ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
0.13120507751234178,0.2,0.03333333333333333,0.13120507751234178,0.1,0.03333333333333333,0.13120507751234178,0.05,0.03333333333333333,0.09812885619364024,0.2,CORS error in API gateway,technical
0.0,0.0,0.0,0.1963279042557385,0.2,0.06666666666666667,0.5145576449646269,0.3,0.2,0.2894123850006203,0.14285714285714285,validation error on form submission,technical
0.3391602052736161,0.2,0.022222222222222223,0.4341754806679219,0.4,0.08888888888888889,0.5061380919339168,0.4,0.17777777777777778,0.4786665822806172,1.0,API returns 500 error,specific
1.0,1.0,0.16666666666666666,0.8292001882038698,0.6,0.2,0.8426180498222549,0.45,0.3,0.667539113760044,1.0,mobile responsive design,feature
0.0,0.0,0.0,0.08442111803551768,0.1,0.03333333333333333,0.2129016371144124,0.15,0.1,0.15493589743589745,0.14285714285714285,NullPointerException in authentication,technical
0.6164336326286644,0.6,0.2,0.400023248309252,0.3,0.2,0.6523957674420185,0.55,0.7333333333333333,0.5556992752490127,1.0,webhook delivery failures,specific
1.0,1.0,0.1111111111111111,0.9955493585798949,0.8,0.17777777777777778,0.9955493585798949,0.4,0.17777777777777778,0.9704861111111112,1.0,report generation,vague
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,0.75,0.5,1.0,1.0,memory consumption over 1GB,technical
0.3391602052736161,0.2,0.03333333333333333,0.42914113378860663,0.4,0.13333333333333333,0.5413358821072021,0.45,0.3,0.45081040670857236,1.0,bulk delete functionality,feature
1.0,1.0,0.4166666666666667,1.0,1.0,0.8333333333333334,1.0,0.6,1.0,1.0,1.0,role based access control,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,security issues,vague
0.7227265726449519,0.6,0.1,0.7285269418263229,0.5,0.16666666666666666,0.9078087914575418,0.4,0.26666666666666666,0.7338945776445776,1.0,two factor authentication,feature
0.23463936301137822,0.2,0.06666666666666667,0.23463936301137822,0.1,0.06666666666666667,0.34322023611241176,0.1,0.13333333333333333,0.19381787802840433,0.3333333333333333,update API docs,task
0.7860137352654724,0.8,0.08888888888888889,0.7093753650484101,0.7,0.15555555555555556,0.8908769213628542,0.75,0.3333333333333333,0.7423182063894138,1.0,rate limiting not enforced,specific
0.13120507751234178,0.2,0.03333333333333333,0.30315953217404545,0.4,0.13333333333333333,0.4163479038563221,0.4,0.26666666666666666,0.3381888625015223,0.2,redis cache miss rate high,technical
0.6548086577531307,0.6,0.2,0.628164947569372,0.6,0.4,0.6170382536188012,0.45,0.6,0.5140121501823629,1.0,login fails with special characters in password,specific
0.2640681225725909,0.2,0.03333333333333333,0.44130740935663865,0.2,0.06666666666666667,0.44130740935663865,0.1,0.06666666666666667,0.225,0.25,add export to CSV,feature
0.21398626473452756,0.2,0.022222222222222223,0.13886244387355456,0.1,0.022222222222222223,0.3286596637576632,0.3,0.13333333333333333,0.28898632744654734,0.5,timeout,vague
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9476426281580086,0.55,0.36666666666666664,0.8866666666666667,1.0,email notifications,feature
0.6309297535714575,0.2,0.03333333333333333,0.6309297535714575,0.1,0.03333333333333333,0.6309297535714575,0.05,0.03333333333333333,0.5,0.5,search with autocomplete,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dashboard with metrics,feature
0.16958010263680806,0.2,0.03333333333333333,0.23877292085081495,0.2,0.06666666666666667,0.37768209332157415,0.2,0.13333333333333333,0.23367509683299156,0.3333333333333333,scheduled reports,feature
0.5147714448836774,0.6,0.2,0.485813635742251,0.5,0.3333333333333333,0.630902733662424,0.55,0.7333333333333333,0.5399338624338624,0.5,filter by date range,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dark mode,feature
0.21398626473452756,0.2,0.03333333333333333,0.2820132694023928,0.2,0.06666666666666667,0.35458110057301284,0.15,0.1,0.21577055494452238,0.5,connection refused error,technical
0.38356636737133565,0.4,0.06666666666666667,0.3151625504769837,0.3,0.1,0.5056281093373665,0.45,0.3,0.45199638058429953,0.5,undo functionality,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performance slow,vague
0.0,0.0,0.0,0.1480409554829326,0.1,0.06666666666666667,0.38610608940167396,0.15,0.2,0.15544871794871795,0.125,api errors,vague
0.0,0.0,0.0,0.1480409554829326,0.1,0.06666666666666667,0.1480409554829326,0.05,0.06666666666666667,0.09280303030303032,0.125,constraint violation in database,technical
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL injection vulnerability,technical
